;predicate;formula;frequency;closest_solution;solution_distance
390;this/inv4;(all ref0:(one (State - Init))|(some ref1:(one Event)|(ref0 in (ref1 . (^ (State . (State <: trans)))))));1;(all ref0:(one State)|(some ref1:(one Init)|(ref0 in (ref1 . (^ {ref2:(one State),ref3:(one State)|(some ((ref2 . (State <: trans)) . ref3))})))));11
391;this/inv4;((no Init) => (no State));1;((Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})) = State);14
392;this/inv2;(all ref0:(one Init),ref1:(one Init)|((ref0 = ref1) && (some ref0)));1;(one Init);10
393;this/inv1;((State <: trans) in (State some-> (Event -> State)));1;((State <: trans) in (State ->some (Event -> State)));2
394;this/inv3;(all ref0:(one Event),ref1:(one State)|(lone ref0));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 <: (ref1 . (State <: trans)))));8
395;this/inv4;((no Init) => ((all ref0:(one Init)|(some ref1:(one Event)|(some ((ref1 . (ref0 . (State <: trans))) & State)))) && (no State)));1;((Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})) = State);15
396;this/inv1;(iden in (((State <: trans) . State) . (~ ((State <: trans) . State))));1;((State . iden) in (((State <: trans) . State) . Event));7
397;this/inv2;(all ref0:(one Init),ref1:(one Init)|((some ref0) => (ref0 = ref1)));1;(one Init);10
398;this/inv4;(all ref0:(one (State - Init))|(some ref1:(one Event)|(ref0 in (ref1 . (~ (Init . (State <: trans)))))));1;(all ref0:(one State)|(some ref1:(one Init)|(ref0 in (ref1 . (^ {ref2:(one State),ref3:(one State)|(some ((ref2 . (State <: trans)) . ref3))})))));13
399;this/inv4;(all ref0:(one State)|(some (Init . (* (ref0 . (State <: trans))))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));11
400;this/inv4;((no Init) => ((all ref0:(one Init)|(some ((State - Init) . (^ (~ (ref0 . (State <: trans))))))) && (no State)));1;((Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})) = State);16
401;this/inv4;(all ref0:(one State)|((some (((State <: trans) . ref0) . Event)) || (Init in (((State <: trans) . ref0) . Event))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));18
402;this/inv1;(iden in ((State . (State <: trans)) . (~ (State . (State <: trans)))));1;((State . iden) in (((State <: trans) . State) . Event));9
403;this/inv4;(all ref0:(one Init),ref1:(one State)|(ref1 in (ref0 . (^ {ref2:(one State),ref3:(one State)|((ref2 -> (Event -> ref3)) in (State <: trans))}))));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ref3:(one Event)|((ref1 -> (ref3 -> ref2)) in (State <: trans)))}))));16
404;this/inv1;(all ref0:(one State)|(1 < (# (ref0 . (State <: trans)))));1;(no ref0:(one State)|(no (ref0 . (State <: trans))));6
405;this/inv3;(all ref0:(one Event),ref1:(one State)|((ref0 -> ref1) in (ref1 . (State <: trans))));1;(all ref0:(one Event),ref1:(one State)|(lone ref2:(one State)|((ref0 -> ref2) in (ref1 . (State <: trans)))));7
406;this/inv4;(all ref0:(one Event)|(State in (ref0 . (^ (Init . (State <: trans))))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));10
407;this/inv4;((no Init) => ((all ref0:(one Init)|((State - Init) in ((State - Init) . (~ (ref0 . (State <: trans)))))) && (no State)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));18
408;this/inv4;(all ref0:(one Init),ref1:(one State)|(ref1 in (ref0 . (^ {ref2:(one State),ref3:(one State)|(some ref4:(one Event)|((ref2 -> (ref4 -> ref3)) in (State <: trans)))}))));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ref3:(one Event)|((ref1 -> (ref3 -> ref2)) in (State <: trans)))}))));17
409;this/inv4;((no Init) => ((all ref0:(one Init)|((State - Init) in (State . (~ (ref0 . (State <: trans)))))) && (no State)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));16
410;this/inv4;(all ref0:(one State)|((some ref1:(one State)|((! (ref1 in ref0)) && (ref1 in (((State <: trans) . ref0) . Event)))) || (ref0 in Init)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));22
411;this/inv1;(all ref0:(one State)|((# (ref0 . (State <: trans))) > 0));1;(no ref0:(one State)|(no (ref0 . (State <: trans))));6
412;this/inv4;(all ref0:(one State)|(State in (Init . (^ (ref0 . (State <: trans))))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));6
413;this/inv3;((State <: trans) in (State ->lone (Event -> State)));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 <: (ref1 . (State <: trans)))));13
414;this/inv4;(all ref0:(one Init)|((ref0 . (^ {ref1:(one State),ref2:(one State)|(some ref3:(one Event)|((ref1 -> (ref3 -> ref2)) in (State <: trans)))})) = State));1;((Init . (~ (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref1 -> (ref2 -> ref0)) in (State <: trans)))}))) = State);12
415;this/inv2;(all ref0:(one State)|(one Init));1;(one Init);1
416;this/inv2;(all ref0:(one Init)|(ref0 = (State - Init)));1;(one Init);6
417;this/inv1;(all ref0:(one State)|(one (ref0 . (State <: trans))));1;(no ref0:(one State)|(no (ref0 . (State <: trans))));4
418;this/inv4;(all ref0:(one State)|(some (((* (Event . (State <: trans))) . ref0) & Init)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));15
419;this/inv4;(all ref0:(one State)|(ref0 in (Init . (* ((State <: trans) . Event)))));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ((ref1 . (State <: trans)) . ref2))}))));11
420;this/inv2;(all ref0:(one Init)|(one ref0));1;(one Init);3
421;this/inv2;(all ref0:(one Init)|(lone ref0));1;(one Init);5
422;this/inv3;(all ref0:(one State)|(lone ref1:(one Event)|((ref1 -> ref0) in (State . (State <: trans)))));1;(all ref0:(one Event),ref1:(one State)|(lone ref2:(one State)|((ref0 -> ref2) in (ref1 . (State <: trans)))));9
423;this/inv4;(all ref0:(one Init)|((ref0 . (^ {ref1:(one State),ref2:(one State)|((ref1 -> (Event -> ref2)) in (State <: trans))})) in State));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ref3:(one Event)|((ref1 -> (ref3 -> ref2)) in (State <: trans)))}))));13
424;this/inv4;((Init . {ref0:(one State),ref1:(one State)|((ref0 -> (Event -> ref1)) in (State <: trans))}) = State);1;((Init . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})) = State);8
425;this/inv6;(all ref0:(one Event)|(some ref1:(one (State - Init))|(some ((State <: trans) . (ref0 -> ref1)))));1;(all ref0:(one Event)|(some (((State <: trans) . State) . ref0)));7
426;this/inv3;((State . (State <: trans)) in (Event some->one State));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 <: (ref1 . (State <: trans)))));11
427;this/inv3;(all ref0:(one Event),ref1:(one Event),ref2:(one State)|((((ref0 -> ref2) in (ref2 . (State <: trans))) && ((ref1 -> ref2) in (ref2 . (State <: trans)))) => (ref0 = ref1)));1;(all ref0:(one Event),ref1:(one State)|(lone ref2:(one State)|((ref0 -> ref2) in (ref1 . (State <: trans)))));20
428;this/inv3;(((~ ((State <: trans) . State)) . (~ (~ ((State <: trans) . State)))) in iden);1;(all ref0:(one State)|(((~ (ref0 . (State <: trans))) . (ref0 . (State <: trans))) in iden));7
429;this/inv3;((State . (State <: trans)) in (Event ->one State));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 <: (ref1 . (State <: trans)))));11
430;this/inv4;((Init . {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))}) = State);1;((Init . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})) = State);7
431;this/inv3;(((~ (~ ((State <: trans) . State))) . (~ ((State <: trans) . State))) in iden);1;(all ref0:(one State)|(((~ (ref0 . (State <: trans))) . (ref0 . (State <: trans))) in iden));7
432;this/inv4;((Event . (* (Init . (State <: trans)))) = State);1;((Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})) = State);11
433;this/inv4;(all ref0:(one Init)|(State in (ref0 . (^ {ref1:(one State),ref2:(one State)|(some ref3:(one Event)|((ref1 -> (ref3 -> ref2)) in (State <: trans)))}))));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ref3:(one Event)|((ref1 -> (ref3 -> ref2)) in (State <: trans)))}))));12
434;this/inv6;(all ref0:(one Event)|(some ref1:(one State)|((one ((State <: trans) . (ref0 -> ref1))) || (some ((State <: trans) . (ref0 -> ref1))))));1;(all ref0:(one Event)|(some (((State <: trans) . State) . ref0)));14
435;this/inv3;(all ref0:(one Event),ref1:(one State)|(some ((ref1 -> ref0) . (State <: trans))));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 <: (ref1 . (State <: trans)))));10
436;this/inv2;((lone Init) && (lone State));1;(one Init);5
437;this/inv4;(all ref0:(one State)|(some ref1:(one Init)|(ref0 in (Event . (ref1 . (State <: trans))))));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(ref2 in (Event . (ref1 . (State <: trans))))}))));10
438;this/inv3;(all ref0:(one State),ref1:(one State)|(one ((ref0 . (State <: trans)) . ref1)));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 . (ref1 . (State <: trans)))));10
439;this/inv4;(all ref0:(one Event),ref1:(one Init)|(State in (ref1 . (* ((State <: trans) . ref0)))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));12
440;this/inv4;(all ref0:(one State)|(some ref1:(one Init)|(ref0 in ((ref1 . (State <: trans)) . Event))));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ((ref1 . (State <: trans)) . ref2))}))));11
441;this/inv3;(iden in (((State <: trans) . State) . (~ ((State <: trans) . State))));1;(all ref0:(one State)|(((~ (ref0 . (State <: trans))) . (ref0 . (State <: trans))) in iden));9
442;this/inv4;(all ref0:(one State)|(ref0 in (Init . (* {ref1:(one State),ref2:(one State)|(some ref3:(one Event)|((ref1 -> (ref3 -> ref2)) in (State <: trans)))}))));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ref3:(one Event)|((ref1 -> (ref3 -> ref2)) in (State <: trans)))}))));10
443;this/inv4;(all ref3:(one Init)|((State - Init) in (ref3 . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))}))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})));11
444;this/inv4;(all ref0:(one State)|(some (((* {ref1:(one State),ref2:(one State)|(ref2 in (Event . (ref1 . (State <: trans))))}) . ref0) & Init)));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(ref2 in (Event . (ref1 . (State <: trans))))}))));15
445;this/inv4;(all ref0:(one State)|(some (((* {ref1:(one State),ref2:(one State)|(ref1 in (Event . (ref2 . (State <: trans))))}) . ref0) & Init)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));16
446;this/inv4;(State in (Init . (Event . (State <: trans))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));7
447;this/inv3;(all ref0:(one State)|(some ref1:(one Event)|(one (ref0 -> ref1))));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 <: (ref1 . (State <: trans)))));10
448;this/inv4;(all ref0:(one State)|(some (((* {ref1:(one State),ref2:(one State)|((ref1 -> ref2) in (Event . (State <: trans)))}) . ref0) & Init)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));18
449;this/inv4;(all ref0:(one Event)|(State in ((* (Init . (State <: trans))) . ref0)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));12
450;this/inv6;(all ref0:(one Event)|(some ((State . (State <: trans)) . Event)));1;(all ref0:(one Event)|(some (ref0 . (State . (State <: trans)))));4
451;this/inv4;(all ref0:(one State)|(ref0 in (Init . (* (ref0 . (State <: trans))))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));10
452;this/inv3;(all ref0:(one Event),ref1:(one State)|(one ((ref1 . (State <: trans)) . ref0)));1;(all ref0:(one Event),ref1:(one State)|(lone ((~ (ref1 . (State <: trans))) . ref0)));7
453;this/inv3;(all ref0:(one State)|(lone ((ref0 . (State <: trans)) & (Event -> State))));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 . (ref1 . (State <: trans)))));9
454;this/inv4;((State - Init) in (Init . (* {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})));10
455;this/inv6;(all ref0:(one Event)|(some (ref0 . (~ (State . (State <: trans))))));1;(all ref0:(one Event)|(some (ref0 . (State . (State <: trans)))));3
456;this/inv4;(all ref0:(one State)|(some (((* {ref1:(one State),ref2:(one State)|((ref1 -> ref2) in ((State <: trans) . Event))}) . ref0) & Init)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|(ref1 in (ref2 . (ref0 . (State <: trans)))))})));19
457;this/inv3;(all ref0:(one Event),ref1:(one Event),ref2:(one State)|((! disj[ref0,ref1]) || ((some (ref0 . (ref2 . (State <: trans)))) => (no (ref1 . (ref2 . (State <: trans)))))));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 <: (ref1 . (State <: trans)))));21
458;this/inv4;(((Init . (State <: trans)) . Event) = State);1;((Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})) = State);10
459;this/inv1;(always (some ((State . (State <: trans)) . Event)));1;(always (all ref0:(one State)|(some (ref0 . (State <: trans)))));5
460;this/inv4;(all ref3:(one Init)|((some Init) => (State in (ref3 . (* {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})));14
461;this/inv4;(all ref0:(one State)|(some (((* {ref1:(one State),ref2:(one State)|((ref1 -> (Event -> ref2)) in (State <: trans))}) . ref0) & Init)));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ref3:(one Event)|((ref1 -> (ref3 -> ref2)) in (State <: trans)))}))));18
462;this/inv3;(all ref0:(one Event),ref1:(one State)|(lone ref2:(one State)|((ref0 . (ref1 . (State <: trans))) = ref2)));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 . (ref1 . (State <: trans)))));8
463;this/inv1;(((State <: (State . (State <: trans))) . (~ (State <: (State . (State <: trans))))) in iden);1;((State . iden) in (((State <: trans) . State) . Event));13
464;this/inv1;(always (all ref0:(one State)|(some ((ref0 . (State <: trans)) . Event))));1;(always (all ref0:(one State)|(some (ref0 . (State <: trans)))));4
465;this/inv2;(no Init);1;(one Init);2
466;this/inv4;(some ref3:(one Init)|(State in (ref3 . (* {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))}))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})));11
467;this/inv1;(((State <: ((State <: trans) . State)) . (~ (State <: ((State <: trans) . State)))) in iden);1;((State . iden) in (((State <: trans) . State) . Event));11
468;this/inv3;(all ref0:(one Event),ref1:(one State)|(no (ref0 . (ref1 . (State <: trans)))));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 . (ref1 . (State <: trans)))));6
469;this/inv3;(((State . (State <: trans)) . Event) in State);1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 . (ref1 . (State <: trans)))));9
470;this/inv3;((Event . (State . (State <: trans))) in State);1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 . (ref1 . (State <: trans)))));9
471;this/inv1;(((State <: ((State <: trans) . Event)) . (~ (State <: ((State <: trans) . Event)))) in iden);1;(State in (((State <: trans) . State) . Event));11
472;this/inv1;(((State <: (Event . (State <: trans))) . (~ (State <: (Event . (State <: trans))))) in iden);1;(State in (((State <: trans) . State) . Event));11
473;this/inv4;(all ref0:(one State)|(some (((* {ref1:(one State),ref2:(one State)|(some (ref2 <: ((State <: trans) :> ref1)))}) . ref0) & Init)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));20
474;this/inv1;(all ref0:(one Event),ref1:(one State)|(some (ref0 -> ref1)));1;(all ref0:(one State)|(some (ref0 . (State <: trans))));7
475;this/inv1;(always (State in ((Event . (State <: trans)) . State)));1;(State in (((State <: trans) . State) . Event));5
476;this/inv4;(State in {ref0:(one State)|(some ((^ (Init . (State <: trans))) . ref0))});1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));11
477;this/inv4;(all ref0:(one State)|(ref0 in (Event . (* (Init . (State <: trans))))));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(ref2 in (Event . (ref1 . (State <: trans))))}))));12
478;this/inv4;(State in {ref0:(one State)|(some (Init . (^ ((State <: trans) . ref0))))});1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));9
479;this/inv3;(always (all ref0:(one State)|(lone (ref0 . (State <: trans)))));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 . (ref1 . (State <: trans)))));6
480;this/inv3;(all ref0:(one Event),ref1:(one State)|(lone (State <: trans)));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 <: (ref1 . (State <: trans)))));8
481;this/inv4;(all ref0:(one State)|(some ref1:(one Event)|((ref1 . (Init . (State <: trans))) in State)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));13
482;this/inv1;(State in (Event . (State . (State <: trans))));1;(State in (((State <: trans) . State) . Event));4
483;this/inv3;(always (all ref0:(one Event),ref1:(one State)|(lone ((ref1 . (State <: trans)) . ref0))));1;(all ref0:(one Event),ref1:(one State)|(lone ((~ (ref1 . (State <: trans))) . ref0)));6
484;this/inv4;(no (Event . (State <: trans)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));12
485;this/inv3;(always (all ref0:(one State)|(lone ((ref0 . (State <: trans)) . State))));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 . (ref1 . (State <: trans)))));8
486;this/inv4;(all ref0:(one State)|(some ref1:(one Event)|((ref1 . (ref0 . (State <: trans))) in Init)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));11
487;this/inv4;(Init in (State . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));8
488;this/inv4;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ref3:(one Event)|((ref1 -> (ref3 -> ref2)) !in (State <: trans)))}))));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ref3:(one Event)|((ref1 -> (ref3 -> ref2)) in (State <: trans)))}))));10
489;this/inv4;(all ref0:(one Event),ref1:(one Init)|(State in (ref0 . (^ (ref1 . (State <: trans))))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));11
490;this/inv4;(Init in ((^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))}) . State));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));8
491;this/inv4;(State in ((^ (Init . (State <: trans))) . State));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));9
492;this/inv4;(all ref0:(one Init)|(some ref1:(one Event)|((some Init) => (State in (ref1 . (* (ref0 . (State <: trans))))))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));13
493;this/inv4;(all ref0:(one State)|(Init in (ref0 . (^ {ref1:(one State),ref2:(one State)|(some ((ref1 . (State <: trans)) . ref2))}))));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ((ref1 . (State <: trans)) . ref2))}))));10
494;this/inv4;(all ref0:(one State)|(ref0 in ((Event . ((Event . (Init . (State <: trans))) . (State <: trans))) + (Init . (Event . (State <: trans))))));1;(all ref0:(one State)|(ref0 in ((Event . ((Event . ((Event . (Init . (State <: trans))) . (State <: trans))) . (State <: trans))) + ((Event . ((Event . (Init . (State <: trans))) . (State <: trans))) + (Event . (Init . (State <: trans)))))));18
495;this/inv4;(all ref0:(one Init)|(some ref1:(one Event)|((no Init) || (State in (ref1 . (* (ref0 . (State <: trans))))))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));13
496;this/inv4;(all ref0:(one State)|(ref0 in (State . (Init . (State <: trans)))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));11
497;this/inv4;(all ref0:(one Init),ref1:(one State)|(ref1 in (State . (ref0 . (State <: trans)))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));11
498;this/inv4;(all ref0:(one Event)|((ref0 . (Init . (State <: trans))) = State));1;((Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})) = State);11
499;this/inv4;(all ref0:(one Init)|(some ref1:(one Event)|((some Init) => (no (State - (ref1 . (* (ref0 . (State <: trans)))))))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));16
500;this/inv4;(all ref0:(one State)|(ref0 in ((^ (Init . (State <: trans))) . State)));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ((ref1 . (State <: trans)) . ref2))}))));11
501;this/inv4;(all ref0:(one Init)|(some ref1:(one Event)|((no (State - (ref1 . (* (ref0 . (State <: trans)))))) && (some Init))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));16
502;this/inv4;(all ref0:(one Init),ref1:(one State)|(State in (ref1 . (^ (ref0 . (State <: trans))))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));9
503;this/inv4;(all ref0:(one State)|(ref0 in (Init . (* (State . (State <: trans))))));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ((ref1 . (State <: trans)) . ref2))}))));11
504;this/inv4;(all ref0:(one Init),ref1:(one State)|(some (Event . (^ (ref0 . (State <: trans))))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));12
505;this/inv4;(all ref0:(one State)|(ref0 in (Init . (State . (State <: trans)))));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ((ref1 . (State <: trans)) . ref2))}))));10
506;this/inv4;(all ref0:(one Init),ref1:(one State)|(State in (ref1 . (ref0 . (State <: trans)))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));9
507;this/inv4;(all ref0:(one State)|(ref0 in ((Init . (State <: trans)) . Event)));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ((ref1 . (State <: trans)) . ref2))}))));12
508;this/inv4;(all ref0:(one Init)|(State in (ref0 + (Event . (* (ref0 . (State <: trans)))))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));11
509;this/inv4;(State in (Init . (* {ref0:(one State),ref1:(one State)|((ref0 -> (Event -> ref1)) in (State <: trans))})));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})));9
510;this/inv4;((Init -> State) in (* {ref0:(one State),ref1:(one State)|((ref0 -> (Event -> ref1)) in (State <: trans))}));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})));13
511;this/inv4;(all ref0:(one Init)|(some ref1:(one Event)|(no ((State - Init) - (Event . (^ (ref0 . (State <: trans))))))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));13
512;this/inv4;((Init -> State) in (* {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))}));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})));12
513;this/inv4;(all ref0:(one Event),ref1:(one State),ref2:(one State)|((ref0 -> ref2) in (ref1 . (State <: trans))));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(ref2 in (Event . (ref1 . (State <: trans))))}))));13
514;this/inv4;(all ref0:(one Init)|(no ((State - Init) - (Event . (^ (ref0 . (State <: trans)))))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));12
515;this/inv4;(all ref0:(one State)|(one ((Init . (State <: trans)) . ref0)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));14
516;this/inv4;(all ref0:(one Init)|(State in ((* (ref0 . (State <: trans))) . Event)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));10
517;this/inv4;(all ref0:(one State)|(some (Event . (ref0 . (State <: trans)))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));10
518;this/inv4;((Init -> State) in (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))}));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})));10
