;predicate;formula;frequency;closest_solution;solution_distance
545;this/prop12;(all ref0:(one File)|((after (ref0 in Trash)) => (always (some (ref0 & Trash)))));1;(eventually (some ref0:(one File)|((ref0 in Trash) releases (always (ref0 in Trash)))));9
546;this/prop1;((no File) && (no Protected));1;((historically (no Trash)) && (no Protected));3
547;this/prop8;(some ref0:(one File)|(some (ref0 . (File <: link))));1;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (eventually (ref0 in Trash)))));8
548;this/prop5;(eventually (some ref0:(one File)|(((File)' = (File - ref0)) && (ref0 !in Protected))));1;(eventually (File !in (File)'));11
549;this/prop12;(all ref0:(one File)|((ref0 in Trash) => (always (ref0 in Trash))));1;(eventually (some ref0:(one File)|((ref0 in Trash) releases (always (ref0 in Trash)))));5
550;this/prop3;((some Protected) || (some Trash));1;(always (some File));6
551;this/prop6;(all ref0:(one File)|(always ((ref0 in Trash) => ((always (ref0 in Trash)) && (no (ref0 . (File <: link)))))));1;(always (all ref0:(one Trash)|((ref0 in Trash) => (always (ref0 in Trash)))));7
552;this/prop12;(always (all ref0:(one File)|((after (ref0 in Trash)) => (some (ref0 & Trash)))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));9
553;this/prop12;(always (all ref0:(one File)|((eventually (ref0 in Trash)) => (after (some (ref0 & Trash))))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));10
554;this/prop6;(always (all ref0:(one Trash)|((always (ref0 in Trash)) since (ref0 in Trash))));1;(always (all ref0:(one (File & Trash))|(always (ref0 in Trash))));6
555;this/prop12;(always (all ref0:(one File)|((ref0 in Trash) => (ref0 in Trash))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));7
556;this/prop6;(always ((Trash)' = Trash));1;(always (Trash in (Trash)'));4
557;this/prop14;(all ref0:(one File)|(((ref0 in Protected) && (ref0 in Trash)) => (ref0 !in Protected)));1;(always (all ref0:(one File)|(((ref0 in Protected) && (ref0 in Trash)) => (after (ref0 !in Protected)))));4
558;this/prop11;((after (File in Protected)) && (some File));1;(always (all ref0:(one (File - Protected))|(after (ref0 in Protected))));7
559;this/prop7;(some ref0:(one File)|(always (eventually ((ref0)' in Protected))));1;(eventually (some ref0:(one File)|(ref0 in Protected)));4
560;this/prop6;(after (all ref0:(one Trash)|(always (ref0 in Trash))));1;(always (all ref0:(one (File & Trash))|(always (ref0 in Trash))));4
561;this/prop8;(always (all ref0:(one File)|((some ref1:(one File)|((ref1 -> ref0) in (File <: link))) => (eventually ((ref0 . (File <: link)) in Trash)))));1;(always (all ref0:(one File),ref1:(one File)|(((ref0 -> ref1) in (File <: link)) => (eventually (ref0 in Trash)))));8
562;this/prop12;(always (all ref0:(one File)|((eventually (ref0 in Trash)) => (always (some (ref0 & Trash))))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));10
563;this/prop12;(eventually (some ref0:(one (File - Trash))|((ref0 in (Trash)') => (always (ref0 in Trash)))));1;(eventually (some ref0:(one File)|((ref0 in Trash) releases (always (ref0 in Trash)))));5
564;this/prop5;(some ref0:(one File)|((eventually (ref0 !in File)) && (ref0 !in Trash)));1;(eventually (some ref0:(one File)|(after (ref0 !in File))));7
565;this/prop6;(some ref0:(one File)|((ref0 in Trash) => (after (ref0 in Trash))));1;(always (all ref0:(one File)|((ref0 in Trash) => (after (ref0 in Trash)))));3
566;this/prop5;(eventually (some ref0:(one File)|((ref0 !in Protected) && (ref0 !in Trash))));1;(eventually (some ref0:(one File)|(after (ref0 !in File))));9
567;this/prop11;(all ref0:(one (File + Trash))|((ref0 !in Protected) => (after (ref0 in Protected))));1;(always (all ref0:(one File)|((ref0 !in Protected) => (after (ref0 in Protected)))));3
568;this/prop5;(eventually (some ref0:(one File)|((ref0 !in (File)') && (ref0 in Trash))));1;(eventually (some ref0:(one File)|(ref0 !in (File)')));6
569;this/prop11;((after (File in Protected)) && (File !in Protected));1;(always (all ref0:(one (File - Protected))|(after (ref0 in Protected))));8
570;this/prop12;(eventually (some ref0:(one (File - Trash))|((ref0 in (Trash)') => (always (ref0 in (Trash)')))));1;(eventually (some ref0:(one File)|((ref0 in Trash) releases (always (ref0 in Trash)))));6
571;this/prop8;(all ref0:(one File)|((some ref1:(one File)|((ref1 -> ref0) in (File <: link))) => (eventually ((ref0 . (File <: link)) in Trash))));1;(always (all ref0:(one File),ref1:(one File)|(((ref0 -> ref1) in (File <: link)) => (eventually (ref0 in Trash)))));9
572;this/prop12;(always (all ref0:(one File)|((some (ref0 & Trash)) since (eventually (ref0 in Trash)))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));9
573;this/prop7;(some ref0:(one File)|(always (eventually (ref0 in Protected))));1;(eventually (some ref0:(one File)|(ref0 in Protected)));3
574;this/prop11;(all ref0:(one (File + Trash))|(after (ref0 in Protected)));1;(always (all ref0:(one (File - Protected))|(after (ref0 in Protected))));3
575;this/prop5;(eventually (some ref0:(one File)|(((File)' = (File - ref0)) && (ref0 in Trash))));1;(eventually (File !in (File)'));11
576;this/prop8;(always (all ref0:(one File)|((ref0 . (File <: link)) in Trash)));1;(always (all ref0:(one ((File <: link) . File))|(eventually (ref0 in Trash))));5
577;this/prop6;(some ref0:(one File)|((always (ref0 in Trash)) => (after (ref0 in Trash))));1;(always (all ref0:(one File)|((ref0 in Trash) => (after (ref0 in Trash)))));4
578;this/prop11;(always (all ref0:(one (File + Trash))|(after (ref0 in Protected))));1;(always (all ref0:(one (File - Protected))|(after (ref0 in Protected))));2
579;this/prop8;((some (File <: link)) => ((File . (~ (File <: link))) in Trash));1;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (eventually (ref0 in Trash)))));10
580;this/prop5;(eventually (some ref0:(one File)|(((File)' = (File - ref0)) && ((Trash)' = (Trash - ref0)) && (ref0 in Trash))));1;(eventually (File !in (File)'));17
581;this/prop12;(always (all ref0:(one File)|((some (ref0 & Trash)) since (ref0 in Trash))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));8
582;this/prop17;(always ((File & Trash) !in ((File)' & (Trash)')));1;(always (no ((File)' & Trash)));6
583;this/prop8;(always ((some (File <: link)) => (eventually (((File <: link) . File) in Trash))));1;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (eventually (ref0 in Trash)))));7
584;this/prop12;(some ref0:(one File)|(after (ref0 in Trash)));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));5
585;this/prop8;(always (all ref0:(one File),ref1:(one File)|((some (ref0 . (File <: link))) => (eventually ((ref0 . (File <: link)) in Trash)))));1;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (eventually (ref0 in Trash)))));5
586;this/prop12;(all ref0:(one File)|((eventually (ref0 in Trash)) => (ref0 in Trash)));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));7
587;this/prop6;(always (some ref0:(one File)|((ref0 in Trash) => (after (ref0 in Trash)))));1;(always (all ref0:(one File)|((ref0 in Trash) => (after (ref0 in Trash)))));2
588;this/prop12;(some ref0:(one File)|(always (after (ref0 in Trash))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));4
589;this/prop17;(always ((File & Trash) !in (File)'));1;(always (all ref0:(one Trash)|(ref0 !in (File)')));5
590;this/prop12;(always (all ref0:(one File)|((ref0 in Trash) since (eventually (ref0 in Trash)))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));8
591;this/prop8;((some (File <: link)) => (eventually ((File . (~ (File <: link))) in Trash)));1;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (eventually (ref0 in Trash)))));9
592;this/prop5;(eventually (some ref0:(one Trash)|(((File)' = (File - ref0)) && ((Trash)' = (Trash - ref0)))));1;(eventually (File !in (File)'));14
593;this/prop8;(all ref0:(one File),ref1:(one File)|(((ref0 -> ref1) in (File <: link)) => ((eventually (ref0 in Trash)) && (ref1 in Trash))));1;(always (all ref0:(one File),ref1:(one File)|(((ref0 -> ref1) in (File <: link)) => (eventually (ref0 in Trash)))));9
594;this/prop12;(always (all ref0:(one File)|((eventually (ref0 in Trash)) => ((ref0 !in Trash) releases (ref0 in Trash)))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));12
595;this/prop12;(all ref0:(one File)|((always (some (ref0 & Trash))) since (ref0 in Trash)));1;(eventually (some ref0:(one File)|((always (ref0 in Trash)) && (ref0 in Trash))));8
596;this/prop10;(always (all ref0:(one Protected)|(once (ref0 in Protected))));1;(always ((Protected)' = Protected));7
597;this/prop16;(all ref0:(one File)|((ref0 in Protected) => (always (ref0 in Protected))));1;(always (all ref0:(one File)|((ref0 in Protected) => (historically (ref0 in Protected)))));5
598;this/prop11;((after (File in (Protected)')) && (always (File !in Protected)));1;(always ((File - Protected) in (Protected)'));9
599;this/prop12;(eventually (all ref0:(one File)|((ref0 in Trash) => ((ref0 !in Trash) releases (ref0 in Trash)))));1;(eventually (some ref0:(one File)|((ref0 in Trash) releases (always (ref0 in Trash)))));9
600;this/prop6;(always (all ref0:(one File)|((ref0 in Trash) => ((Trash)' = Trash))));1;(always (all ref0:(one File)|((ref0 in Trash) => (ref0 in (Trash)'))));6
601;this/prop16;(always (all ref0:(one File)|((ref0 in Protected) => (once (ref0 in Protected)))));1;(always (all ref0:(one File)|((ref0 in Protected) => (historically (ref0 in Protected)))));4
602;this/prop10;(always (all ref0:(one Protected)|((once (ref0 in Protected)) => (always (ref0 in Protected)))));1;(always (all ref0:(one Protected)|((always (ref0 in Protected)) && (historically (ref0 in Protected)))));8
603;this/prop6;(always (some ref0:(one File)|((after (always (ref0 in Trash))) && (ref0 !in Trash))));1;(always (all ref0:(one (File & Trash))|(always (ref0 in Trash))));7
604;this/prop12;(all ref0:(one File)|((always (some (ref0 & Trash))) since (eventually (ref0 in Trash))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));9
605;this/prop10;(eventually (all ref0:(one Protected)|((once (ref0 in Protected)) => (always (ref0 in Protected)))));1;(always (all ref0:(one Protected)|((always (ref0 in Protected)) && (historically (ref0 in Protected)))));10
606;this/prop16;(all ref0:(one File)|((ref0 in Protected) => (once (! (ref0 in Protected)))));1;(always (all ref0:(one File)|((ref0 in Protected) => (historically (ref0 in Protected)))));6
607;this/prop6;(always (all ref0:(one File)|((ref0 in Trash) => ((Trash)' = (ref0 + Trash)))));1;(always (all ref0:(one Trash)|((ref0 in Trash) => (always (ref0 in Trash)))));8
608;this/prop12;(eventually (all ref0:(one File)|(((ref0 !in Trash) releases (ref0 in Trash)) && (ref0 in Trash))));1;(eventually (some ref0:(one File)|((always (ref0 in Trash)) && (ref0 in Trash))));7
609;this/prop16;(always (all ref0:(one File)|((ref0 in Protected) => (once (! (ref0 in Protected))))));1;(always (all ref0:(one File)|((ref0 in Protected) => (historically (ref0 in Protected)))));5
610;this/prop6;(always (some ref0:(one File)|((after ((after (always (ref0 in Trash))) && (ref0 in Trash))) && (ref0 !in Trash))));1;(always (all ref0:(one (File & Trash))|(always (ref0 in Trash))));12
611;this/prop8;(all ref0:(one File)|((some (ref0 . (~ (File <: link)))) => (eventually (ref0 in Trash))));1;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (eventually (ref0 in Trash)))));4
612;this/prop12;(always (all ref0:(one File)|((eventually (ref0 in Trash)) since (some (ref0 & Trash)))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));9
613;this/prop12;(eventually (some ref0:(one File)|((ref0 in Trash) => ((ref0 !in Trash) releases (ref0 in Trash)))));1;(eventually (some ref0:(one File)|((ref0 in Trash) releases (always (ref0 in Trash)))));9
614;this/prop17;(all ref0:(one File)|((ref0 in Trash) => (ref0 !in File)));1;(always (all ref0:(one File)|((ref0 in Trash) => (ref0 !in (File)'))));4
615;this/prop12;(always (all ref0:(one File)|((ref0 in Trash) since (eventually (some (ref0 & Trash))))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));9
616;this/prop6;(always (some ref0:(one File)|((always (ref0 in Trash)) releases ((after (ref0 in Trash)) && (ref0 in Trash)))));1;(always (all ref0:(one File)|((ref0 in Trash) => (after (ref0 in Trash)))));9
617;this/prop12;(always (all ref0:(one File)|((eventually (ref0 in Trash)) since (eventually (some (ref0 & Trash))))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));10
618;this/prop17;(always (all ref0:(one File)|((ref0 in Trash) => (ref0 !in File))));1;(always (all ref0:(one File)|((ref0 in Trash) => (ref0 !in (File)'))));3
619;this/prop10;(historically (Protected in Protected));1;(always ((Protected)' = Protected));5
620;this/prop10;(always (always (Protected in Protected)));1;(always ((Protected)' = Protected));4
621;this/prop6;(always (some ref0:(one File)|((! (always (ref0 in Trash))) releases ((after (ref0 in Trash)) && (ref0 in Trash)))));1;(always (all ref0:(one File)|((ref0 in Trash) => (after (ref0 in Trash)))));10
622;this/prop10;(always (all ref0:(one File)|((ref0 in Protected) => ((ref0 in (Protected)') && (ref0 in Protected)))));1;(always (all ref0:(one Protected)|((always (ref0 in Protected)) && (historically (ref0 in Protected)))));9
623;this/prop12;(always (all ref0:(one File)|((ref0 in Trash) since (some (ref0 & Trash)))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));8
624;this/prop8;(all ref0:(one (File . (File <: link)))|(always (eventually (ref0 in Trash))));1;(always (all ref0:(one ((File <: link) . File))|(eventually (ref0 in Trash))));2
625;this/prop6;(always (all ref0:(one File)|((after (always (ref0 in Trash))) && ((ref0 in Trash) releases (ref0 !in Trash)))));1;(always (all ref0:(one (File & Trash))|(always (ref0 in Trash))));11
626;this/prop12;(always (all ref0:(one File)|((always (ref0 in Trash)) since (some (ref0 & Trash)))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));9
627;this/prop17;(all ref0:(one Trash)|(ref0 !in (File)'));1;(always (all ref0:(one Trash)|(ref0 !in (File)')));3
628;this/prop12;((eventually (File in Trash)) => (always (File in Trash)));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));9
629;this/prop12;(always (all ref0:(one File)|((always (ref0 in Trash)) since (after (some (ref0 & Trash))))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));10
630;this/prop11;(always (some ref0:(one File)|((ref0 !in Protected) => (ref0 in (Protected)'))));1;(always (all ref0:(one File)|((ref0 !in Protected) => (ref0 in (Protected)'))));2
631;this/prop12;(always (all ref0:(one File)|((after (some (ref0 & Trash))) => (always (ref0 in Trash)))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));10
632;this/prop8;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (always (eventually ((ref0 . (File <: link)) in Trash))))));1;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (eventually (ref0 in Trash)))));5
633;this/prop12;(once (all ref0:(one File)|(eventually (ref0 in Trash))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));4
634;this/prop5;(some ref0:(one File)|(eventually ((Trash)' = (ref0 + Trash))));1;(eventually (File !in (File)'));9
635;this/prop5;(some ref0:(one File)|((ref0 in Trash) => (eventually ((File)' = (File - ref0)))));1;(eventually (File !in (File)'));11
636;this/prop18;(always (all ref0:(one Protected)|((ref0 in (Protected)') until (ref0 in Trash))));1;(always (all ref0:(one Protected)|((ref0 !in (Protected)') => (ref0 in Trash))));6
637;this/prop8;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (always (eventually (ref0 in Trash))))));1;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (eventually (ref0 in Trash)))));3
638;this/prop11;(all ref0:(one File)|((ref0 !in Protected) => ((ref0)' in Protected)));1;(always (all ref0:(one File)|((ref0 !in Protected) => (after (ref0 in Protected)))));5
639;this/prop12;(eventually (all ref0:(one File)|((ref0 in Trash) => (eventually (always (ref0 in Trash))))));1;(eventually (some ref0:(one File)|((ref0 in Trash) releases (always (ref0 in Trash)))));5
640;this/prop18;(always (all ref0:(one Protected)|((ref0 !in (Protected)') until (ref0 in Trash))));1;(always (all ref0:(one Protected)|((ref0 !in (Protected)') => (ref0 in Trash))));4
641;this/prop9;(no (Protected + Trash));1;(always (no (Protected & Trash)));3
642;this/prop5;((eventually (no Trash)) && (some File) && (some Trash));1;(eventually (some (File - (File)')));10
643;this/prop8;(always (eventually (some (((File <: link) . File) & Trash))));1;(always (all ref0:(one ((File <: link) . File))|(eventually (ref0 in Trash))));8
644;this/prop11;(all ref0:(one File)|(always ((ref0 !in Protected) => ((ref0)' in Protected))));1;(always (all ref0:(one File)|((ref0 !in Protected) => (after (ref0 in Protected)))));4
645;this/prop8;(always (all ref0:(one (File . (File <: link)))|((eventually (ref0 in Trash)) since (ref0 in (File . (File <: link))))));1;(always (all ref0:(one ((File <: link) . File))|(eventually (ref0 in Trash))));8
646;this/prop5;(all ref0:(one File)|((eventually (ref0 in Trash)) && (ref0 !in Trash)));1;(eventually (some ref0:(one File)|((ref0 in File) => (eventually (ref0 !in File)))));11
647;this/prop8;(always ((some (File <: link)) => (eventually (some (((File <: link) . File) & Trash)))));1;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (eventually (ref0 in Trash)))));10
648;this/prop11;(always ((File - (Protected)') = Protected));1;(always ((File - Protected) in (Protected)'));4
649;this/prop12;(always (all ref0:(one File)|((after (always (ref0 in Trash))) && (eventually (ref0 in Trash)) && (ref0 !in Trash))));1;(eventually (some ref0:(one File)|((after (always (ref0 in Trash))) && (ref0 in Trash))));8
650;this/prop11;(always (all ref0:(one (File - Protected))|((ref0)' in Protected)));1;(always (all ref0:(one (File - Protected))|(after (ref0 in Protected))));4
651;this/prop11;((some (File - Protected)) => ((File - Protected) in (Protected)'));1;(always ((some (File - Protected)) => ((File - Protected) in (Protected)')));1
652;this/prop9;(always (all ref0:(one Protected)|(no (Protected + Trash))));1;(always (no (Protected & Trash)));3
653;this/prop6;(one ref0:(one File)|((ref0 in Trash) => (always (ref0 in Trash))));1;(always (all ref0:(one Trash)|((ref0 in Trash) => (always (ref0 in Trash)))));3
654;this/prop5;(always (all ref0:(one File)|(eventually (ref0 in Trash))));1;(eventually (some ref0:(one File)|(after (ref0 !in File))));8
655;this/prop12;(always (some ref0:(one File)|((after (always (ref0 in Trash))) && (eventually (ref0 in Trash)) && (ref0 !in Trash))));1;(eventually (some ref0:(one File)|((after (always (ref0 in Trash))) && (ref0 in Trash))));8
656;this/prop12;(always (some ref0:(one File)|((always (ref0 in Trash)) && (eventually (ref0 in Trash)))));1;(eventually (some ref0:(one File)|((always (ref0 in Trash)) && (ref0 in Trash))));5
657;this/prop6;(always (after (File in Trash)));1;(always (all ref0:(one Trash)|(after (ref0 in Trash))));3
658;this/prop12;(all ref0:(one File)|(always (eventually (ref0 in Trash))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));4
659;this/prop11;((some (File - Protected)) => (after ((File - Protected) in Protected)));1;(always ((some (File - Protected)) => ((File - Protected) in (Protected)')));3
660;this/prop6;(all ref0:(one (File & Trash))|(always (ref0 in Trash)));1;(always (all ref0:(one (File & Trash))|(always (ref0 in Trash))));3
661;this/prop11;(all ref0:(one (File - Protected))|(always ((ref0)' in Protected)));1;(always (all ref0:(one (File - Protected))|(after (ref0 in Protected))));4
662;this/prop5;(always (some ref0:(one File)|((File)' = (File - ref0))));1;(eventually (File !in (File)'));9
663;this/prop12;(always (some ref0:(one File)|((eventually (always (ref0 in Trash))) && (ref0 !in Trash))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));7
664;this/prop11;(eventually (all ref0:(one File)|((ref0 !in Protected) => (ref0 in Protected))));1;(always (all ref0:(one File)|((ref0 !in Protected) => (after (ref0 in Protected)))));5
665;this/prop12;(all ref0:(one File)|(always (ref0 in Trash)));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));3
666;this/prop6;(after (always (File in Trash)));1;(always (Trash in (Trash)'));4
667;this/prop11;(always (all ref0:(one File)|((ref0 !in Protected) => (ref0 in Protected))));1;(always (all ref0:(one File)|((ref0 !in Protected) => (after (ref0 in Protected)))));3
668;this/prop5;(always (all ref0:(one File)|((File)' = (File - ref0))));1;(eventually (File !in (File)'));9
669;this/prop6;(eventually (some ref0:(one File)|((always (ref0 !in (File)')) && (ref0 !in (File)'))));1;(always (all ref0:(one Trash)|(ref0 in (Trash)')));12
670;this/prop11;(always (all ref0:(one ((File - Protected) + Trash))|((ref0)' in Protected)));1;(always (all ref0:(one (File - Protected))|(after (ref0 in Protected))));4
671;this/prop6;(always (after (some ref0:(one File)|(ref0 in Trash))));1;(always (all ref0:(one Trash)|(after (ref0 in Trash))));2
672;this/prop8;(eventually (all ref0:(one (File . (File <: link)))|(always (ref0 in Trash))));1;(always (all ref0:(one ((File <: link) . File))|(eventually (ref0 in Trash))));4
673;this/prop5;(always (all ref0:(one File)|(eventually ((File)' = (File - ref0)))));1;(eventually (File !in (File)'));8
674;this/prop12;(always (all ref0:(one File)|((ref0 in File) => (eventually (ref0 in Trash)))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));8
675;this/prop12;(eventually (always (some ref0:(one File)|((ref0 !in Trash) => (always (ref0 in (Trash)'))))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));8
676;this/prop6;(eventually (some ref0:(one File)|(always (ref0 in (Trash)'))));1;(always (all ref0:(one Trash)|(ref0 in (Trash)')));3
677;this/prop14;(all ref0:(one Protected)|((eventually (ref0 in Trash)) => ((ref0)' !in Protected)));1;(always (all ref0:(one Protected)|((ref0 in Trash) => (after (ref0 !in Protected)))));6
678;this/prop6;(all ref0:(one File)|(((ref0 !in Trash) && (ref0 in (Trash)')) => (always (ref0 in Trash))));1;(always (all ref0:(one Trash)|((ref0 in Trash) => (always (ref0 in Trash)))));8
679;this/prop12;(eventually (always (some ref0:(one File)|((ref0 !in Trash) => (always (ref0 in Trash))))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));7
680;this/prop8;(all ref0:(one File),ref1:(one File)|(((ref0 -> ref1) in (File <: link)) => (eventually ((ref0 in Trash) && (ref1 in Trash)))));1;(always (all ref0:(one File),ref1:(one File)|(((ref0 -> ref1) in (File <: link)) => (eventually (ref0 in Trash)))));9
681;this/prop12;(always (all ref0:(one File)|((ref0 in File) => (always (eventually (ref0 in Trash))))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));9
682;this/prop12;(eventually (some ref0:(one File)|((ref0 !in Trash) => (always (ref0 in Trash)))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));6
683;this/prop6;(all ref0:(one File)|(((ref0 !in Trash) && (ref0 in (Trash)')) => (always (ref0 in (Trash)'))));1;(always (all ref0:(one Trash)|((ref0 in Trash) => (always (ref0 in Trash)))));9
684;this/prop8;(all ref0:(one File)|((ref0 in ((File <: link) . File)) => (eventually (ref0 in Trash))));1;(always (all ref0:(one File)|((ref0 in ((File <: link) . File)) => (eventually (ref0 in Trash)))));3
685;this/prop14;((Protected in Trash) => ((Protected)' !in Trash));1;(always (all ref0:(one Protected)|((ref0 in Trash) => (ref0 !in (Protected)'))));6
686;this/prop6;(eventually (some ref0:(one File)|(always (ref0 in Trash))));1;(always (all ref0:(one (File & Trash))|(always (ref0 in Trash))));4
687;this/prop12;(always (all ref0:(one File)|((ref0 in Trash) => (eventually (ref0 in (Trash)')))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));9
688;this/prop5;((eventually (some (File & Trash))) && (no (File & Trash)));1;(eventually (some (File - (File)')));10
689;this/prop14;(all ref0:(one File)|(once (((ref0 in Protected) && (ref0 in Trash)) => (always ((after (ref0 in Trash)) && (ref0 !in Protected))))));1;(always (all ref0:(one File)|(((ref0 in Protected) && (ref0 in Trash)) => (after (ref0 !in Protected)))));11
690;this/prop5;(eventually (some ref0:(one File)|((ref0)' in Trash)));1;(eventually (File !in (File)'));7
691;this/prop14;(always ((Protected in Trash) => ((Protected)' !in (Trash)')));1;(always (all ref0:(one Protected)|((ref0 in Trash) => (ref0 !in (Protected)'))));6
692;this/prop6;(some ref0:(one File)|(always (ref0 in (Trash)')));1;(always (all ref0:(one Trash)|(ref0 in (Trash)')));2
693;this/prop13;(all ref0:(one File)|((ref0 in Trash) releases (ref0 !in Trash)));1;(all ref0:(one File)|((ref0 in Trash) since (ref0 !in Trash)));4
694;this/prop6;(all ref0:(one File)|(always (ref0 in (Trash)')));1;(always (all ref0:(one Trash)|(ref0 in (Trash)')));2
695;this/prop14;(always ((Protected in Trash) => (Protected !in (Trash)')));1;(always (all ref0:(one Protected)|((ref0 in Trash) => (after (ref0 !in Protected)))));7
696;this/prop13;(always (all ref0:(one File)|((ref0 in Trash) releases (ref0 !in Trash))));1;(all ref0:(one File)|((ref0 in Trash) since (ref0 !in Trash)));5
697;this/prop5;(some ref0:(one (File - Protected))|((eventually (ref0 in Trash)) && (ref0 !in Trash)));1;(eventually (some ref0:(one File)|((ref0 in File) => (eventually (ref0 !in File)))));11
698;this/prop12;(eventually (some ref0:(one File)|((ref0 in Trash) => (after (ref0 in Trash)))));1;(eventually (some ref0:(one File)|((ref0 in Trash) releases (always (ref0 in Trash)))));6
699;this/prop14;(always ((Protected in Trash) => (no (Protected)')));1;(always (all ref0:(one Protected)|((ref0 in Trash) => (ref0 !in (Protected)'))));6
700;this/prop13;(always (all ref0:(one File)|((ref0 in Trash) until (ref0 !in Trash))));1;(all ref0:(one File)|((ref0 in Trash) since (ref0 !in Trash)));5
701;this/prop16;(all ref0:(one File)|((always (ref0 in Protected)) since (ref0 in Protected)));1;(always (all ref0:(one (File & Protected))|(historically (ref0 in Protected))));7
702;this/prop5;(eventually (some ref0:(one Trash)|(ref0 !in (Trash)')));1;(eventually (some ref0:(one File)|(ref0 !in (File)')));4
703;this/prop9;(always (all ref0:(one Trash)|(ref0 !in Trash)));1;(always (all ref0:(one Protected)|(ref0 !in Trash)));2
704;this/prop6;(all ref0:(one (File - Protected))|((ref0 in Trash) => (always (ref0 in Trash))));1;(always (all ref0:(one Trash)|((ref0 in Trash) => (always (ref0 in Trash)))));3
705;this/prop12;(eventually (some ref0:(one File)|((ref0 in Trash) releases (after (ref0 in Trash)))));1;(eventually (some ref0:(one File)|((ref0 in Trash) releases (always (ref0 in Trash)))));4
706;this/prop13;(all ref0:(one File)|((ref0 !in Trash) until (ref0 in Trash)));1;(all ref0:(one Trash)|(once (ref0 !in Trash)));7
707;this/prop5;(some ref0:(one (File - Protected))|(eventually (ref0 in Trash)));1;(eventually (some ref0:(one File)|(after (ref0 !in File))));7
708;this/prop13;(all ref0:(one File)|((always (ref0 !in Trash)) until (ref0 in Trash)));1;(always (all ref0:(one Trash)|(once (ref0 !in Trash))));7
709;this/prop12;(eventually (some ref0:(one File)|((ref0 in Trash) releases (ref0 in Trash))));1;(eventually (some ref0:(one File)|((ref0 in Trash) releases (always (ref0 in Trash)))));3
710;this/prop13;((File in Trash) => (once (File !in Trash)));1;(all ref0:(one File)|((ref0 in Trash) => (once (ref0 !in Trash))));5
711;this/prop6;(all ref0:(one File)|(((after (ref0 in Trash)) && (ref0 !in Trash)) => (always (ref0 in Trash))));1;(always (all ref0:(one Trash)|((ref0 in Trash) => (always (ref0 in Trash)))));8
712;this/prop14;(always (all ref0:(one File)|((ref0 in Trash) => (ref0 in (Protected)'))));1;(always (all ref0:(one Protected)|((ref0 in Trash) => (ref0 !in (Protected)'))));4
713;this/prop13;((File in Trash) since (File !in Trash));1;(all ref0:(one File)|((ref0 in Trash) since (ref0 !in Trash)));5
714;this/prop5;(after (some File));1;(eventually (some ref0:(one File)|(after (ref0 !in File))));5
715;this/prop14;(always (all ref0:(one File)|((ref0 in Trash) => ((! (ref0 in (Trash)')) && (ref0 in (Protected)')))));1;(always (all ref0:(one Protected)|((ref0 in Trash) => (ref0 !in (Protected)'))));10
