Challenge;Predicate;Expression;Popularity
dkZH6HJNQNLLDX6Aj;inv7;some u1, u2, u3 : User | (u2 in u1.follows and u3 in u2.follows and not u3 in u1.follows and u1 != u2 and u1 != u3 and u2 != u3) => u3 in u1.suggested;2
dkZH6HJNQNLLDX6Aj;inv7;all u : User, sug: User, followed : User | sug in u.suggested implies (sug in followed.follows and sug not in u.follows);1
dkZH6HJNQNLLDX6Aj;inv7;all u : User | u.suggested in (u.follows).follows and (u.follows in (u.follows-u.suggested));1
dkZH6HJNQNLLDX6Aj;inv7;all user, suggest : univ | user in User and suggest in User and user->suggest in suggested implies some followed : univ | followed->suggest in follows and user->followed in follows and not user->suggest in suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all u:User | no (u.follows & u.suggested) and u.suggested in u.follows.follows-u;1
dkZH6HJNQNLLDX6Aj;inv7;all u:User,s:u.suggested-u.follows | s in u.follows.follows;1
dkZH6HJNQNLLDX6Aj;inv7;all u : User, p : User - u | u->p in suggested implies p in u.follows.follows and p not in u.follows;1
dkZH6HJNQNLLDX6Aj;inv7;all s : User |all y : User | all u : User | (s in suggested.u) implies ((s in follows.y) and (y in follows.u));1
dkZH6HJNQNLLDX6Aj;inv7;all u1, u2, u3:User | u1->u3 in suggested => u2!=u1 and u1!=u3 and u1->u2 in follows and u3->u2 in follows and u3->u1 not in follows;1
dkZH6HJNQNLLDX6Aj;inv7;all u, i : User | i in u.suggested implies some o : User | o in u.follows and i in o.follows and i!=o and u!=i and u!=o;1
dkZH6HJNQNLLDX6Aj;inv7;all u: User | (u.follows.follows - (u.follows & u)) in u.suggested;3
dkZH6HJNQNLLDX6Aj;inv7;all user: User | user not in user.suggested all user1, user2: User | user2 in (user1.follows.follows - Influencer) and user2 not in user1.follows implies user2 in user1.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all u1, u2 : User | (u1!=u2 and u1 in u2.follows.follows and u1 not in u2.follows) implies (u1 in u2.suggested and u1!=u2);1
dkZH6HJNQNLLDX6Aj;inv7;all u1,u2 : User | u1 in u2.suggested => u1 not in u2.follows;1
dkZH6HJNQNLLDX6Aj;inv7;all disj u,uu:User | u in uu.follows.follows && u not in uu.follows <=> u in uu.suggested;3
dkZH6HJNQNLLDX6Aj;inv7;all x:User | x not in x.suggested all x, y:User | y in x.suggested implies y not in x.follows and y in x.follows.follows and x!=y;2
dkZH6HJNQNLLDX6Aj;inv7;all u,u1 : User | u in u1.follows.follows && u not in u1.follows implies u in u1.suggested all i,i1 : Influencer | i in i1.follows.follows && i not in i1.follows implies i in i1.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all x,y : User | y in x.suggested implies x!=y and x not in follows.y and some z : User | (z in x.follows) and (z in follows.y);3
dkZH6HJNQNLLDX6Aj;inv7;all u1,u2: User | u2 in u1.suggested implies (u2 in u1.follows.follows - u1.follows - u1);1
dkZH6HJNQNLLDX6Aj;inv7;all u,u1,u2 : User | u in u1.suggested implies u2 in u1.follows and u in u2.follows and u not in u1.follows and u!=u1;1
dkZH6HJNQNLLDX6Aj;inv7;all disj e: User, o: User | (e in o.follows && e not in o) => o in e.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all u1: User, u2: User, u3: User | u2 in u1.follows and u3 in u2.follows and u3 not in u1.follows implies u3 in u1.suggested and u1 != u3;1
dkZH6HJNQNLLDX6Aj;inv7;all u1: User, u2: User, u3 : User | u2 in u1.suggested and u3 in u2.follows implies u3 in u1.follows and u2 not in u1.follows;2
dkZH6HJNQNLLDX6Aj;inv7;all u: User | u.suggested in u.follows.follows => u.suggested not in u.follows all u:User | u not in u.suggested all i: Influencer | no i.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all u : User, s : u.suggested | s in u.^follows and s not in u.follows and s != u;1
dkZH6HJNQNLLDX6Aj;inv7;all x : User | suggested.x not in follows.x all x : User | suggested.x in follows.follows.x all x : User | x not in x.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all u, i : User | i in u.suggested implies all o : User | o in u.follows and i in o.follows and i not in u.follows and i!=o and u!=i and u!=o;1
dkZH6HJNQNLLDX6Aj;inv7;all u : User | suggested = ((u.follows).follows - (u.follows + u)) -> u;1
dkZH6HJNQNLLDX6Aj;inv7;all u,x,y : User+Influencer | u -> x in follows and x -> y in follows and u != x and u != y and x != y and u -> y not in follows iff u -> y in suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all u : User | u.suggested not in u.follows and u.suggested in follows.follows.u;2
dkZH6HJNQNLLDX6Aj;inv7;all disj e: User, o: User, s: User | s in o.follows => s in e.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all user : User | user not in user.suggested all user1, user2 : User | ((user2 in user1.follows) and (user1 in user2.follows)) implies user2 not in user1.suggested all user1, user3 : User | user3 in user1.suggested implies (user3 in user1.follows.follows);1
dkZH6HJNQNLLDX6Aj;inv7;all x,y : User | y in x.suggested implies x.follows in follows.y and no y & x.follows and x != y;1
dkZH6HJNQNLLDX6Aj;inv7;all u1,u2,u3 : User | u1 in u2.follows and u2 in u3.follows and u1 in u3.suggested implies u1 not in u3.follows;1
dkZH6HJNQNLLDX6Aj;inv7;all u : User | no u.suggested - (u.follows.follows-u.follows);1
dkZH6HJNQNLLDX6Aj;inv7;all s, u : User | ((u != s) and (u->s not in follows) and (some f : User | u->f in follows and f->s in follows)) => (u->s in suggested);3
dkZH6HJNQNLLDX6Aj;inv7;all x : User | all y : x.follows | x in y.follows or y in y.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all x : User | all y : x.suggested | (y not in x) and (some z: x.follows | y in z.follows);2
dkZH6HJNQNLLDX6Aj;inv7;all x: User | all f : x.suggested | f in x.follows.follows => f not in x.follows all x: User | x not in x.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all u1,u2 : User | u1 in u2.suggested && u1 != u2 implies (one u3 : User | u3 in u2.follows && u1 in u3.follows && u1 != u3 && u2 != u3);1
dkZH6HJNQNLLDX6Aj;inv7;all x, y: User | x -> y in suggested iff ((all z: User | z -> x in follows and z -> y in follows) implies not x -> y in follows);1
dkZH6HJNQNLLDX6Aj;inv7;all x : User | (((not no x.suggested)) implies (x.suggested in x.follows.follows)) or (x in x.suggested);1
dkZH6HJNQNLLDX6Aj;inv7;all x, y:User |x!=y implies y in x.suggested iff y not in x.follows and y in x.follows.follows;1
dkZH6HJNQNLLDX6Aj;inv7;all x : User | all y : User | ((y not in x.follows+x) and (some z : x.follows | y in z.follows)) => y in x.suggested;2
dkZH6HJNQNLLDX6Aj;inv7;all u1, u2, u3:User | u1!=u3 and u1!=u2 and u1->u2 in follows and u2->u3 in follows and u1->u3 not in follows and u1->u3 in suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all s, u : User | (s in u.follows.follows and s not in u.follows and u not in Influencer and u != s) implies s in u.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all disj u1,u2 :User | u1 in u2.suggested implies (u1 not in u2.follows and (some u3:User |u3!=u2 and u3!=u1 and u3 in u2.suggested));1
dkZH6HJNQNLLDX6Aj;inv7;all x,y,z : User | y in x.follows and z in y.follows and z not in x.follows and z in x.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all u1, u2, u3: User | u1 != u2 and u1 != u3 and u2 != u3 and u3 in u2.follows and u3 in u1.suggested => u2 not in u1.follows;1
dkZH6HJNQNLLDX6Aj;inv7;all user : User | user not in user.suggested all user1, user2, user3 : User | ((user1 != user2) and (user2 != user3) and (user1 != user3) and (user3 not in user1.follows) and (user3 in user2.follows) and (user2 in user1.follows)) implies user3 in user1.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all disj u,u2 : User | u2 in u.suggested => u2 in u.follows.follows - u.follows;1
dkZH6HJNQNLLDX6Aj;inv7;all u : User | u.suggested in u.follows.follows && u.suggested not in u.follows && u.suggested not in u;1
dkZH6HJNQNLLDX6Aj;inv7;all disj e: User, o: User, s: User | (o in e.follows && o in s.follows && s not in e.follows) => s in e.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all u : User, us : u.suggested | some u1 : User | us not in u.follows and u1 in u.follows and us in u1.follows;1
dkZH6HJNQNLLDX6Aj;inv7;all x, y, z: User | x -> y in suggested iff x -> z in follows and z -> y in follows and not x -> y in follows;1
dkZH6HJNQNLLDX6Aj;inv7;all x, y, z: User | x in y.follows && y in z.follows && x not in z.follows && x != z && x != y => x in z.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all u1,u2:User | u1->u2 in follows => u1!=u2 all u1, u2, u3:User | u2!=u1 and u1!=u3 and u1->u2 in follows and u2->u3 in follows and u1->u3 not in follows => u1->u3 in suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all disj u,uu:User | u.suggested not in u.follows && u.suggested in uu.follows.follows;1
dkZH6HJNQNLLDX6Aj;inv7;all x,y : User | y in x.suggested implies some z : User | x != y and z in x.follows and z in follows.y and no y&x.follows;2
dkZH6HJNQNLLDX6Aj;inv7;all u : User | all s: u.suggested | some f: u.follows | s in f.follows - u and no (u.follows & s);1
dkZH6HJNQNLLDX6Aj;inv7;all u1,u2 : User | u2 in u1.suggested <=> u2!=u1 and u2 in u1.follows.follows;1
dkZH6HJNQNLLDX6Aj;inv7;all u: User | u.follows - (u - u.follows) in u.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all x : User | all y: x.follows | y.follows in x.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all u1,u2 : User | u2 in suggested.u1 implies (u2 not in follows.u1 and u2 in follows.follows.u1 and u1 != u2);1
dkZH6HJNQNLLDX6Aj;inv7;all u1,u2,u3 : User | u1!=u2 and u1!=u3 and u2!=u3 and u3 in u1.suggested implies u2 in u1.follows and u3 in u2.follows and u3 not in u1.follows;1
dkZH6HJNQNLLDX6Aj;inv7;all u : User | all resto : u.suggested | resto not in u.follows and resto in u.^(follows.follows);1
dkZH6HJNQNLLDX6Aj;inv7;all x : User | all y: User | all z: User |( (z in x.suggested) => (z in y.follows and y in x.follows) ) and z not in x.follows;1
dkZH6HJNQNLLDX6Aj;inv7;all x, y, z : univ | x->y in follows and y->z in follows and not x->z in follows implies x->z in suggested and not x->y in suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all x : User | (x.suggested in x.follows.follows+x);1
dkZH6HJNQNLLDX6Aj;inv7;all u, s : User | u->s in suggested => u != s && u->s not in follows && all f : User | u->f in follows && f->s in follows;1
dkZH6HJNQNLLDX6Aj;inv7;all p, u: User | all s: u.suggested | p in s implies p not in u.follows and p in u.follows;1
dkZH6HJNQNLLDX6Aj;inv7;all u : User| u.follows.follows - u in u.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all u, s : User | u->s in suggested => u->s not in follows && some f : User | u != s && u->f in follows && f->s in follows all u : User | u.suggested = u.follows.follows-u.follows;1
dkZH6HJNQNLLDX6Aj;inv7;no x : User | (x.suggested in x.follows) && (x in x.suggested);1
dkZH6HJNQNLLDX6Aj;inv7;all x, z: User | x in z.suggested => some y: User | x in y.follows && y in z.follows && x not in z.follows;2
dkZH6HJNQNLLDX6Aj;inv7;all disj u,uu:User | u in uu.follows.follows && uu.follows.follows not in uu.follows implies u in uu.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all user1, user2 : User | user1->user2 in follows and some user3:User | user2->user3 in follows and user1->user3 not in follows and user3 != user1 and user1 != user2 implies user1->user3 in suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all u: User, s: User | some f: User | u->s in suggested and u->s not in follows implies (u->f in follows and f->s in follows);1
dkZH6HJNQNLLDX6Aj;inv7;all x:User,t:User-x,k:User-t| x->k in suggested implies x->t in follows and t->k in follows and x!=k;1
dkZH6HJNQNLLDX6Aj;inv7;all u : User | some f: u.follows.follows | f != u and f in u.suggested and f not in u.follows;1
dkZH6HJNQNLLDX6Aj;inv7;all x,y : User | x!=y and y in x.suggested implies (x not in follows.y) and ( some z : User | z in follows.y and z in x.follows and z!=y);1
dkZH6HJNQNLLDX6Aj;inv7;all u : User, cand : u.follows.follows | u not in u.suggested and (cand not in u.follows => cand in u.suggested);1
dkZH6HJNQNLLDX6Aj;inv7;all x : User, y : x.suggested | x.follows in follows.y && y not in x.follows && y not in x;2
dkZH6HJNQNLLDX6Aj;inv7;all u,u1,u2:User | u in suggested.u1 implies u1 in follows.u2 and u2 in follows.u;1
dkZH6HJNQNLLDX6Aj;inv7;all x : User | suggested.x not in follows.x;1
dkZH6HJNQNLLDX6Aj;inv7;all u:User | no u.suggested&u.follows and u not in u.suggested and u.suggested = u.follows.follows;1
dkZH6HJNQNLLDX6Aj;inv7;all u1, u2, u3 : User | u3 in u1.suggested implies u2 in u1.follows and u3 not in u1.follows and u3 in u2.follows and u1 not in u1.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all user1, user2: User | (user2 in user1.suggested and user1 not in user2.follows) implies (user2 in user1.follows.follows and user2 not in user1.follows);1
dkZH6HJNQNLLDX6Aj;inv7;all u1,u2 : User | u2 in suggested.u1 implies (u2 not in follows.u1 and u2 in follows.follows.u1);1
dkZH6HJNQNLLDX6Aj;inv7;all u1,u2: User | u1.suggested = (u1.follows.follows - u1.follows);3
dkZH6HJNQNLLDX6Aj;inv7;all u:User| u not in u.suggested all u1,u2:User| u2 in u1.follows implies u2 not in u1.suggested all u1,u2:User| u2 in u1.suggested implies u2 not in Influencer all i:Influencer | no i.suggested all u1,u2:User| (u2 in u1.follows.follows and u2 not in u1.follows) implies (u2 in u1.suggested);1
dkZH6HJNQNLLDX6Aj;inv7;all u1, u2, u3 : User | ((u1 in follows.u2) && (u3 in follows.u2)) implies (u3 in suggested.u1);1
dkZH6HJNQNLLDX6Aj;inv7;all u1:User,u2:User-u1,u3:User-u1-u2 | u3 in u1.suggested and u2 in u1.follows and u3 in u2.follows implies u3 not in u1.follows;2
dkZH6HJNQNLLDX6Aj;inv7;all u1,u2 : User | (u1 != u2 and u2 in u1.follows.follows and not (u2 in u1.follows)) implies u2 in u1.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all u : User, sugg : u.suggested | u not in sugg && u.follows.follows in sugg;1
dkZH6HJNQNLLDX6Aj;inv7;all u,s : User| (s in u.suggested) iff (u not in follows.s) and s in u.follows.follows;1
dkZH6HJNQNLLDX6Aj;inv7;all user1, user2 : User | user2 in user1.suggested implies ((user2 not in user1.follows) and (user2 not in user1.follows.follows));1
dkZH6HJNQNLLDX6Aj;inv7;all u,s: User | s in u.suggested implies some u1: User | u1 in u.follows and s in u1.follows and u != s;1
dkZH6HJNQNLLDX6Aj;inv7;all x, y : User | x in y.follows => y in x.suggested + x.follows;1
dkZH6HJNQNLLDX6Aj;inv7;all u1, u2, u3 : User | u3 not in u1.follows and u2 != u1 and u3 != u1 and u2 != u3 and u2 in u1.follows and u3 in u2.follows <=> u3 in u1.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all x0,x1,x2:User | x2 in x1.follows and x1 in x0.follows and x2 not in x0.follows implies x2 in x0.suggested and x0!=x2;1
dkZH6HJNQNLLDX6Aj;inv7;all u1, u2, u3 : User | ((u1 in follows.u2) && (u2 in follows.u3) && (u3 not in follows.u1)) implies (u3 in suggested.u1) all u4 : User | u4 not in suggested.u4;2
dkZH6HJNQNLLDX6Aj;inv7;all u,s : User| (s in u.suggested) and (u not in follows.s) and some (follows.u & follows.s);1
dkZH6HJNQNLLDX6Aj;inv7;all u : User, cand : u.follows.follows | cand in u.suggested && u.follows not in cand && u not in u.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all u, s : User | s->u in suggested => u != s && u->s not in follows && some f : User | s != f && u != f && u->f in follows && f->s in follows;1
dkZH6HJNQNLLDX6Aj;inv7;all u: User| all u1: u.follows| u.suggested in u1.follows - u1 - u.follows - u;1
dkZH6HJNQNLLDX6Aj;inv7;all x, z: User | x in z.suggested && x not in z.follows && z!=x => some y: User | y in z.follows && x in y.follows && y!=z && y!=x;1
dkZH6HJNQNLLDX6Aj;inv7;all u1, u2 : User | u1 in follows.u2 implies u2.follows in suggested.u1 all u : User | u not in suggested.u;1
dkZH6HJNQNLLDX6Aj;inv7;all u1,u2 : User | u2 in u1.suggested implies u1 != u2 all u1,u2 : User | (u2 in u1.suggested) implies (u2 not in u1.follows and u2 in u1.follows.follows);1
dkZH6HJNQNLLDX6Aj;inv7;all u1, u2, u3: User | (u3 in u2.suggested and u3 in u1.follows) implies (u1 in u2.follows and u3 not in u2.follows);1
dkZH6HJNQNLLDX6Aj;inv7;all disj u,u2 : User | (u2 in u.follows.follows && u2 not in u.follows && u2 != u) => u2 in u.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all u, s : User | u->s in suggested => u != s && u->s not in follows;1
dkZH6HJNQNLLDX6Aj;inv7;all u,u2:User |all sug:u.suggested | u2 in u.follows => u2.follows.follows in sug;1
dkZH6HJNQNLLDX6Aj;inv7;all u1, u2, u3 : User | ((u1 in follows.u2) && (u2 in follows.u3)) implies (u1 in suggested.u3) all u : User | u not in suggested.u all u4, u5 : User | (u4 in follows.u5) implies (u4 not in suggested.u5);1
dkZH6HJNQNLLDX6Aj;inv7;all user : User | user not in user.suggested all user1, user2 : User | user2 in user1.follows implies user2 not in user1.suggested all user1, user2, user3 : User | ((user3 in user2.follows) and (user2 in user1.follows)) implies user3 in user1.suggested;3
dkZH6HJNQNLLDX6Aj;inv7;all u1, u2 : User | some u3 : User | u2 in u1.suggested implies (u2 not in u1.follows) and (u3 in u1.follows) and (u2 in u3.follows);2
dkZH6HJNQNLLDX6Aj;inv7;all u1, u3:User | u1->u3 in suggested <=> (some u2:User | u1->u2 in follows and u2->u3 in follows and u1->u3 not in follows and u2!=u1 );1
dkZH6HJNQNLLDX6Aj;inv7;all disj u,uu: User| u in uu.follows.follows and u not in uu.follows => u in uu.suggested all u: User | u.suggested in u.follows.follows and u.suggested not in u.follows;2
dkZH6HJNQNLLDX6Aj;inv7;all u : User | (all s : User | u != s and u->s in suggested implies (some u1 : User | u->u1 in follows and u1->s in follows and u->s not in follows and u1 != u and u1 != s));2
dkZH6HJNQNLLDX6Aj;inv7;all u : User | (all s: u.suggested - Influencer - u | (s not in u.follows) and (some f: u.follows - Influencer| s in f.follows ));1
dkZH6HJNQNLLDX6Aj;inv7;all u1,u2 : User | u1 != u2 and u2 in u1.suggested implies u2 in u1.follows.follows;1
dkZH6HJNQNLLDX6Aj;inv7;all u, s: User | s in u.^(follows.follows) implies s in u.suggested;2
dkZH6HJNQNLLDX6Aj;inv7;all u: User | all f: u.follows | (f not in u.follows implies f in u.suggested) and u not in u.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all u : User | suggested = u -> (follows.(u.follows) - (u.follows));1
dkZH6HJNQNLLDX6Aj;inv7;all s, u : User | s->u in suggested => (some f : User | u->f in follows);1
dkZH6HJNQNLLDX6Aj;inv7;all u1, u2 : User | (u2 not in u1.follows and u2 in u1.^follows and u1 != u2) implies u2 in u1.suggested all u1 , u2 : User | u2 in Influencer implies u2 not in u1.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all x:User| x.suggested in x.follows.follows and (all y:x.suggested| y not in x.follows);1
dkZH6HJNQNLLDX6Aj;inv7;all user : User | user not in user.suggested all user1, user2 : User | user2 in user1.suggested implies user2 not in user1.follows all user1, user2, user3 : User | ((user3 not in user1.follows) and (user3 in user2.follows) and (user2 in user1.follows)) implies user3 in user1.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all x : User | all y : x.suggested | (y not in (x.follows+x)) and (some z: x.follows | y in z.follows);3
dkZH6HJNQNLLDX6Aj;inv7;all u1, u2 : User | u1 in follows.u2 implies u2.follows-u1 in suggested.u1 all u : User | u not in suggested.u;1
dkZH6HJNQNLLDX6Aj;inv7;all user : User | user not in user.suggested all user1, user2 : User | user2 in user1.follows implies user2 not in user1.suggested all user1, user3 : User | user3 in user1.suggested implies (user3 in user1.follows.follows);1
dkZH6HJNQNLLDX6Aj;inv7;all x,z : User | (x->z in suggested and x!=z) implies (some y : User | x->y in follows and y->z in follows and x->z not in follows);3
dkZH6HJNQNLLDX6Aj;inv7;all u:User,s:u.suggested-u.follows | s in u.follows.follows implies s not in u.follows;1
dkZH6HJNQNLLDX6Aj;inv7;all u : User | all s: u.follows | some y: s.follows | y not in u.follows implies y in u.suggested and u!=s and u!=y and s!=u and s!=y;1
dkZH6HJNQNLLDX6Aj;inv7;all x: User | all z: User-x| x in z.suggested => (some y: User-z | y in z.follows && x in y.follows && x!=y);1
dkZH6HJNQNLLDX6Aj;inv7;all x, y:User | x not in x.suggested and y not in x.follows and y in x.follows.follows iff y in x.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all x : User | all u : x.follows.follows| u in x or u in x.follows or u in x.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all u1,u2 : User | u2 in u1.suggested => u2 in u1.follows;1
dkZH6HJNQNLLDX6Aj;inv7;all u : User, cand : u.follows.follows | cand in u.suggested && u.follows not in cand;1
dkZH6HJNQNLLDX6Aj;inv7;all s:User | some u:User-s | (s in u.suggested) iff (u != s and some u1:User-s | s in u1.follows and u1 in u.follows and s not in u.follows);1
dkZH6HJNQNLLDX6Aj;inv7;all u1,u2,u3 : User | u3 in u1.suggested implies u2 in u1.follows and u3 in u2.follows all u1,u2 : User | u2 in u1.suggested implies u1 != u2;1
dkZH6HJNQNLLDX6Aj;inv7;all u : User | (u -> ((u.follows).follows - (u.follows + u))) in suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all u : User | u not in u.follows + u.suggested and no u.suggested & u.follows all x : User | all u : x.suggested | u in x.follows.follows and u not in x.follows + x;1
dkZH6HJNQNLLDX6Aj;inv7;all x,y : User | y in x.suggested implies some z : User | z in x.follows and z in follows.y and x not in follows.y;1
dkZH6HJNQNLLDX6Aj;inv7;all u : User | suggested = u -> (follows.(u.follows) - (follows.u));2
dkZH6HJNQNLLDX6Aj;inv7;all x,x1,x2:User | x1 in x.suggested implies x1 != x and x2 != x1 and x1 in x2.follows;1
dkZH6HJNQNLLDX6Aj;inv7;all x,y : User | y in x.suggested implies (x not in follows.y) and some z : User | y in z.follows and x in follows.z and z != x;1
dkZH6HJNQNLLDX6Aj;inv7;all u1: User, u2: User, u3: User | u2 != u1 and u2 != u3 and u1 != u3 and u2 in u1.follows and u3 in u2.follows and u3 in u1.follows implies u3 not in u1.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all s, u : User | (u != s and u->s in suggested) implies (one u1 : User | u->u1 in follows and u1->s in follows and u->s not in follows);1
dkZH6HJNQNLLDX6Aj;inv7;all s, u : User | ((u->s not in follows) and (some f : User | u->f in follows and f->s in follows)) => u->s in suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all disj e: User, o: User, s: User | (e in s && s in o && e not in o) => e in o.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all u1,u2:User | u1->u2 in suggested implies (some z:User | z->u2 in follows and u1->u2 in follows);1
dkZH6HJNQNLLDX6Aj;inv7;all u,u2,u3:User | u2 in u.follows and u3 in u2.follows and u3 not in u.follows and u != u2 and u != u3 implies u3 in u.suggested all u,u2:User | u2 in u.suggested implies some u3:User | u3 in u.follows and u2 in u3.follows all u:User | u not in u.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all s, u : User | s->u in suggested => (some f : User | u->f in follows and f->s in follows) and u->s not in follows and s != u;1
dkZH6HJNQNLLDX6Aj;inv7;all u : User | u not in u.follows + u.suggested and no u.suggested & u.follows all x : User | all u : x.follows.follows - x.follows - x| u in x.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all u1, u3 : User | u1->u3 in suggested => some u2:User | u1->u2 in follows and u2->u3 in follows and u1->u3 not in follows and u3->u1 not in follows and u3->u1 not in suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all u: User | u.follows - u.follows.follows in u.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all u1 : User.suggested | all u2: u1.follows.follows | (u2 not in u1.follows and u1!=u2) implies (u2 in u1.suggested);1
dkZH6HJNQNLLDX6Aj;inv7;all u1 : User | some u1.suggested implies some (u1.follows.follows) - (u1.follows);1
dkZH6HJNQNLLDX6Aj;inv7;all u : User | u.suggested = follows.follows.u;1
dkZH6HJNQNLLDX6Aj;inv7;all u : User | all u_f : u.follows | all others : follows.u_f | others in suggested.u and others not in u.follows;1
dkZH6HJNQNLLDX6Aj;inv7;all a, b, c : User | b in c.follows and b not in a.follows and c in a.follows implies b in a.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all u1, u2, u3 : User | (u2->u1 in follows && u3->u2 in follows && not u1->u3 in follows && u1 != u2 && u2 != u3) <=> (u1->u3 in suggested);1
dkZH6HJNQNLLDX6Aj;inv7;all u1, u2, u3 : User | ((u1 in follows.u2) && (u2 in follows.u3)) implies (u1 in suggested.u3) all u : User | u not in suggested.u all u4, u5 : User | (u4 in follows.u5) implies (u5 not in suggested.u4);3
dkZH6HJNQNLLDX6Aj;inv7;all u1: User, u2: User, u3: User | u2 in u1.follows and u3 in u1.suggested and u3 in u2.follows implies u3 not in u1.follows and u1 not in Influencer;1
dkZH6HJNQNLLDX6Aj;inv7;all x0,x1,x3:User | x1 in x0.suggested and x3 in x0.follows implies x1 not in x0.follows and x0!=x1;1
dkZH6HJNQNLLDX6Aj;inv7;all u : User | suggested = u -> ((u.follows).follows - (follows.u + u));1
dkZH6HJNQNLLDX6Aj;inv7;all u : User | suggested = u -> ((u.follows).follows - (u.follows + follows.u ));1
dkZH6HJNQNLLDX6Aj;inv7;all u : User, p : User - u | p in u.suggested implies p in u.follows.follows - u and p not in u.follows;1
dkZH6HJNQNLLDX6Aj;inv7;all x : User | all u : x.follows.follows| u in x.suggested => u not in x + x.follows;1
dkZH6HJNQNLLDX6Aj;inv7;all u1: User, u2: User-u1, u3: User-u2-u1 | u3 in u1.suggested and u2 in u1.follows and u3 in u2.follows implies u3 not in u1.follows;1
dkZH6HJNQNLLDX6Aj;inv7;all x : User | (x.suggested = x.follows.follows and (not no x.suggested implies x.suggested not in x.follows) );1
dkZH6HJNQNLLDX6Aj;inv7;all u : User | all s : User | s in u.suggested implies (some u2 : u.follows | s in u2.follows and s not in u.follows and u not in s and s not in u);1
dkZH6HJNQNLLDX6Aj;inv7;all disj x, y, z: User | x->y in follows and y->z in follows and not x->z in follows implies x->z in suggested all x, z : User| x->z in suggested implies x->z not in follows and some y: User | x->y in follows and y->z in follows;1
dkZH6HJNQNLLDX6Aj;inv7;all disj u1,u2: User | all dif: u1.follows - u2.follows| u2 in u1.follows => dif in u1.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all u : User | u not in u.follows + u.suggested all u : User | all u2 : u.follows.follows - u | u2 not in u.follows => u2 in u.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all disj u1, u2, u3 : User | u3 in u1.suggested => u2 in u1.follows and u3 in u2.follows and not u3 in u1.follows;1
dkZH6HJNQNLLDX6Aj;inv7;all x : User | all y : User | x.follows.follows not in x.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all x, y, z: User | z in x.suggested implies z in x.follows.follows;1
dkZH6HJNQNLLDX6Aj;inv7;all user : User + Influencer| (user not in user.suggested) and (user.follows not in user.suggested);1
dkZH6HJNQNLLDX6Aj;inv7;all u1, u2 : User | (u2 not in u1.follows and u2 in u1.^follows and u1 != u2) implies u2 in u1.suggested all u1 , u2 : User | u2 in Influencer implies u2 not in u1.suggested all u1 : User | u1 not in u1.suggested all u1, u2 : User | u2 not in u1.^follows implies u2 not in u1.suggested;1
dkZH6HJNQNLLDX6Aj;inv7;all u: User, i: Influencer| u.suggested in u.follows.follows - i => u.suggested not in u.follows;1
dkZH6HJNQNLLDX6Aj;inv7;all x : User | (not no x.follows) implies x.suggested = x.follows.follows;1
